,age,sex,decile_score,priors_count,race,days_in_jail,c_days_from_compas,is_violent_recid,is_recid
3538,39,Female,1,0,Other,1.0,1.0,0,0
3539,21,Male,6,1,African-American,1.0,1.0,1,1
3540,43,Male,4,8,Caucasian,61.0,435.0,0,1
3541,31,Male,4,2,African-American,2.0,1.0,0,0
3542,37,Male,1,0,Caucasian,0.0,2.0,0,0
3543,27,Male,2,0,African-American,1.0,1.0,0,0
3544,22,Male,4,2,African-American,16.0,23.0,0,1
3545,59,Male,1,2,Caucasian,18.0,19.0,0,0
3546,33,Female,9,0,African-American,29.0,1.0,0,1
3547,39,Male,10,21,Caucasian,194.0,216.0,0,0
3548,43,Female,3,2,African-American,2.0,1.0,0,0
3549,25,Male,4,5,Caucasian,101.0,1.0,0,1
3550,36,Male,10,19,African-American,83.0,159.0,0,1
3551,23,Male,5,3,African-American,3.0,1.0,0,1
3552,43,Female,2,3,Caucasian,1.0,10.0,1,1
3553,56,Male,1,9,Caucasian,19.0,24.0,0,1
3554,20,Female,8,1,African-American,3.0,1.0,0,1
3555,50,Male,5,2,African-American,0.0,6.0,0,1
3556,24,Male,8,2,Other,2.0,49.0,0,1
3557,54,Female,2,1,Caucasian,3.0,4.0,0,0
3558,20,Male,10,1,African-American,1.0,1.0,0,1
3559,36,Male,4,3,Other,45.0,1.0,1,1
3560,36,Female,6,3,African-American,0.0,1.0,0,1
3561,56,Male,4,0,African-American,1.0,1.0,0,0
3562,25,Male,9,28,African-American,0.0,53.0,0,1
3563,25,Male,9,2,African-American,1.0,1.0,0,1
3564,42,Female,3,1,Caucasian,21.0,1.0,0,1
3565,34,Male,10,9,African-American,0.0,80.0,1,1
3566,48,Male,6,4,African-American,1.0,1.0,0,0
3567,34,Male,10,21,African-American,5.0,1.0,1,1
3568,28,Male,2,0,Caucasian,0.0,1.0,0,0
3569,32,Male,3,1,Caucasian,1.0,1.0,0,0
3570,31,Female,1,2,Caucasian,1.0,1.0,0,0
3571,24,Female,9,4,African-American,5.0,1.0,0,1
3572,25,Female,4,0,Caucasian,0.0,1.0,0,1
3573,32,Female,2,4,Caucasian,0.0,1.0,0,0
3574,37,Male,9,20,African-American,35.0,0.0,0,1
3575,24,Male,3,1,African-American,1.0,1.0,0,1
3576,48,Male,1,0,African-American,1.0,1.0,0,0
3577,25,Male,9,9,African-American,49.0,20.0,1,1
3578,35,Male,2,1,African-American,0.0,0.0,0,0
3579,21,Male,4,1,African-American,1.0,1.0,0,1
3580,21,Female,10,0,African-American,33.0,1.0,0,1
3581,27,Female,2,0,Caucasian,2.0,1.0,0,1
3582,22,Male,2,0,African-American,1.0,1.0,0,0
3583,28,Male,5,4,African-American,0.0,1.0,0,0
3584,26,Male,2,0,African-American,1.0,1.0,0,0
3585,23,Male,2,0,Other,0.0,1.0,0,1
3586,34,Male,2,0,Caucasian,0.0,1.0,0,0
3587,22,Male,9,3,African-American,33.0,1.0,0,0
3588,30,Male,5,5,Other,62.0,1.0,0,1
3589,44,Male,2,5,Caucasian,6.0,0.0,0,0
3590,57,Male,2,1,Caucasian,17.0,1.0,0,0
3591,22,Male,8,0,African-American,5.0,1.0,0,1
3592,34,Male,3,0,African-American,0.0,1.0,0,0
3593,24,Male,8,7,African-American,68.0,1.0,0,1
3594,20,Male,4,0,Caucasian,0.0,1.0,0,0
3595,35,Male,9,2,Caucasian,1.0,50.0,0,0
3596,53,Male,1,1,Hispanic,2.0,8.0,0,1
3597,60,Male,3,13,African-American,0.0,13.0,0,0
3598,22,Female,5,2,African-American,1.0,1.0,0,0
3599,43,Male,1,0,Hispanic,0.0,1.0,0,0
3600,72,Male,4,7,Caucasian,1.0,2.0,0,0
3601,33,Male,5,3,African-American,3.0,1.0,0,1
3602,24,Male,4,1,African-American,0.0,2.0,0,1
3603,60,Male,1,0,African-American,218.0,1.0,0,0
3604,24,Male,5,3,Caucasian,7.0,1.0,0,1
3605,43,Male,2,2,Other,0.0,1.0,0,0
3606,30,Male,4,1,African-American,2.0,5.0,0,0
3607,43,Female,6,0,Caucasian,29.0,1.0,0,0
3608,48,Male,1,1,Hispanic,5.0,9.0,0,0
3609,54,Male,1,0,Other,1.0,1.0,0,0
3610,45,Male,1,1,African-American,2.0,1.0,0,0
3611,36,Male,4,0,Other,3.0,1.0,0,0
3612,31,Male,1,1,Caucasian,1.0,1.0,0,1
3613,40,Male,1,0,African-American,2.0,1.0,0,0
3614,50,Male,1,1,Caucasian,1.0,4.0,0,0
3615,26,Female,6,1,Other,0.0,1349.0,0,0
3616,41,Male,4,7,African-American,0.0,0.0,0,0
3617,34,Male,6,5,Caucasian,0.0,2.0,0,1
3618,28,Female,6,0,Caucasian,2.0,1.0,0,0
3619,30,Male,1,1,African-American,47.0,48.0,0,0
3620,23,Male,9,2,Caucasian,0.0,0.0,0,1
3621,37,Female,1,0,Hispanic,1.0,2.0,0,1
3622,35,Male,2,5,Hispanic,0.0,2.0,0,0
3623,21,Male,6,1,Caucasian,48.0,1.0,0,1
3624,45,Male,9,1,African-American,62.0,70.0,0,0
3625,22,Female,8,2,African-American,34.0,1.0,0,1
3626,29,Male,8,6,African-American,35.0,1.0,0,1
3627,30,Female,2,0,African-American,0.0,2.0,0,0
3628,45,Male,3,3,Caucasian,92.0,1.0,1,1
3629,24,Female,4,2,African-American,1.0,1.0,0,0
3630,31,Male,8,4,Caucasian,29.0,0.0,0,1
3631,56,Male,1,0,Caucasian,0.0,1.0,0,0
3632,44,Female,3,4,Hispanic,1.0,86.0,0,1
3633,24,Male,10,14,African-American,180.0,1.0,1,1
3634,38,Male,6,11,African-American,18.0,1.0,0,0
3635,51,Male,9,22,African-American,34.0,1.0,0,1
3636,22,Male,3,0,Caucasian,0.0,1.0,0,0
3637,28,Male,8,5,African-American,1.0,1.0,0,0
3638,47,Male,8,19,African-American,212.0,1.0,0,1
3639,51,Male,4,0,African-American,30.0,1.0,0,1
3640,25,Male,3,1,Caucasian,42.0,0.0,0,0
3641,53,Male,1,1,Hispanic,1.0,1.0,0,0
3642,30,Male,1,0,African-American,2.0,1.0,0,0
3643,33,Male,6,0,Caucasian,0.0,0.0,1,1
3644,35,Male,4,5,African-American,225.0,1.0,1,1
3645,33,Female,2,0,African-American,1.0,1.0,0,0
3646,65,Male,10,11,African-American,0.0,2231.0,0,0
3647,59,Male,1,1,Other,0.0,25.0,0,0
3648,37,Female,5,4,African-American,0.0,1.0,0,0
3649,33,Female,7,1,Caucasian,84.0,1.0,0,0
3650,27,Male,7,2,African-American,132.0,1.0,0,1
3651,29,Female,7,9,African-American,14.0,1.0,0,1
3652,26,Male,8,11,Native American,241.0,150.0,1,1
3653,24,Male,10,3,African-American,44.0,1.0,1,1
3654,43,Male,9,5,African-American,0.0,1.0,0,0
3655,37,Male,7,11,African-American,0.0,1.0,1,1
3656,53,Male,7,13,African-American,91.0,1.0,0,0
3657,43,Male,1,4,African-American,38.0,39.0,0,1
3658,26,Male,8,4,African-American,0.0,0.0,0,1
3659,30,Female,3,1,Caucasian,0.0,27.0,0,0
3660,27,Male,7,6,African-American,1.0,0.0,0,1
3661,39,Male,5,9,Caucasian,1.0,1.0,0,1
3662,37,Male,4,4,Caucasian,0.0,0.0,1,1
3663,22,Male,10,3,Caucasian,10.0,1.0,0,1
3664,25,Male,6,0,Caucasian,2.0,1.0,0,0
3665,26,Male,5,1,Hispanic,0.0,0.0,0,0
3666,28,Female,6,0,Caucasian,0.0,2.0,0,0
3667,25,Male,5,0,African-American,1.0,1.0,0,1
3668,58,Male,1,1,Caucasian,3.0,1.0,0,0
3669,29,Female,5,1,Caucasian,2.0,2.0,0,1
3670,33,Male,5,8,African-American,2.0,0.0,0,0
3671,38,Male,1,0,African-American,1.0,1.0,0,0
3672,38,Male,3,2,Caucasian,19.0,21.0,0,0
3673,59,Male,6,22,African-American,69.0,1.0,0,1
3674,29,Male,5,4,Other,0.0,1.0,0,1
3675,57,Male,5,9,African-American,0.0,90.0,0,0
3676,53,Male,2,0,Caucasian,3.0,1.0,0,1
3677,33,Male,8,2,African-American,0.0,1.0,1,1
3678,58,Male,1,1,Caucasian,0.0,2.0,0,0
3679,51,Male,1,1,Caucasian,0.0,1.0,0,0
3680,25,Male,9,11,African-American,321.0,502.0,0,1
3681,53,Male,4,2,Caucasian,40.0,1.0,0,0
3682,32,Male,6,0,Caucasian,17.0,1.0,0,1
3683,35,Male,8,6,African-American,10.0,1.0,1,1
3684,39,Male,1,1,Caucasian,1.0,1.0,0,0
3685,36,Male,9,1,Hispanic,14.0,14.0,0,0
3686,42,Female,4,5,Caucasian,6.0,1.0,0,1
3687,37,Male,2,0,African-American,0.0,1.0,0,0
3688,39,Male,1,0,Caucasian,3.0,1.0,0,0
3689,52,Female,1,3,Caucasian,0.0,25.0,0,0
3690,60,Male,1,1,Other,1.0,1.0,0,0
3691,37,Male,1,2,Hispanic,0.0,1.0,0,1
3692,42,Male,1,4,Caucasian,17.0,1.0,0,1
3693,44,Male,1,0,Hispanic,0.0,1.0,1,1
3694,23,Male,6,6,African-American,1.0,0.0,1,1
3695,42,Female,1,0,African-American,0.0,1.0,0,1
3696,28,Female,3,2,Caucasian,35.0,36.0,0,0
3697,28,Male,4,5,African-American,0.0,1.0,0,0
3698,38,Male,5,12,Caucasian,0.0,1.0,0,0
3699,43,Female,2,2,African-American,1.0,1.0,0,1
3700,42,Male,5,0,African-American,0.0,1.0,0,0
3701,25,Female,3,0,Caucasian,0.0,1.0,0,0
3702,32,Male,9,7,African-American,37.0,0.0,1,1
3703,21,Male,6,0,African-American,0.0,1.0,0,1
3704,35,Female,5,1,Caucasian,28.0,30.0,0,0
3705,37,Male,5,0,Caucasian,126.0,1.0,0,0
3706,33,Female,2,2,African-American,0.0,0.0,0,0
3707,51,Female,3,4,Caucasian,8.0,11.0,0,0
3708,39,Male,4,3,Caucasian,2.0,1.0,0,1
3709,35,Male,6,5,Hispanic,2.0,1.0,1,1
3710,40,Male,7,3,African-American,13.0,1.0,0,0
3711,32,Male,8,17,African-American,0.0,0.0,0,1
3712,18,Male,8,4,Caucasian,1.0,32.0,0,1
3713,32,Male,6,3,Caucasian,1.0,1.0,0,1
3714,37,Male,1,0,Other,0.0,1.0,0,0
3715,32,Male,6,10,African-American,0.0,1.0,0,1
3716,47,Male,3,5,Caucasian,0.0,0.0,1,1
3717,23,Female,7,0,Caucasian,0.0,1.0,0,0
3718,63,Male,4,10,Caucasian,2.0,0.0,1,1
3719,38,Male,9,16,African-American,241.0,1.0,1,1
3720,32,Male,5,6,African-American,2.0,1.0,0,1
3721,31,Male,8,4,African-American,24.0,1.0,1,1
3722,23,Male,3,0,African-American,1.0,1.0,0,0
3723,38,Male,5,1,Hispanic,126.0,1.0,0,0
3724,47,Female,1,0,Caucasian,0.0,3.0,0,0
3725,33,Male,8,1,Caucasian,10.0,1.0,0,1
3726,22,Male,4,1,Caucasian,8.0,11.0,0,1
3727,26,Male,3,1,Caucasian,7.0,177.0,0,0
3728,40,Male,1,0,Caucasian,0.0,1.0,0,1
3729,36,Male,7,14,African-American,173.0,1.0,0,1
3730,65,Female,1,0,Caucasian,1.0,1.0,0,0
3731,44,Male,5,4,Caucasian,1.0,231.0,0,1
3732,22,Female,3,0,African-American,1.0,1.0,0,0
3733,34,Male,1,0,Hispanic,0.0,0.0,0,0
3734,38,Female,1,0,Hispanic,0.0,2.0,0,0
3735,26,Female,3,4,Caucasian,0.0,2.0,0,1
3736,20,Male,4,0,Hispanic,23.0,1.0,0,1
3737,49,Male,1,0,Hispanic,0.0,3.0,0,0
3738,56,Male,4,7,African-American,49.0,167.0,0,0
3739,52,Male,9,2,Caucasian,4.0,0.0,0,1
3740,25,Male,2,2,Other,0.0,1.0,0,1
3741,34,Male,1,5,African-American,4.0,1.0,0,0
3742,33,Male,1,1,African-American,1.0,1.0,0,1
3743,21,Male,7,1,African-American,0.0,1.0,0,0
3744,46,Male,4,9,African-American,5.0,1.0,0,0
3745,22,Male,6,2,African-American,78.0,105.0,1,1
3746,57,Male,4,1,Caucasian,1.0,1.0,0,0
3747,22,Male,3,2,African-American,0.0,0.0,0,1
3748,48,Female,1,1,Caucasian,1.0,1.0,0,1
3749,40,Male,5,21,African-American,29.0,1.0,0,0
3750,30,Female,2,1,African-American,0.0,1.0,0,0
3751,21,Male,7,4,Caucasian,33.0,1.0,1,1
3752,39,Female,10,22,African-American,3.0,1.0,1,1
3753,27,Male,6,13,Caucasian,70.0,89.0,0,1
3754,33,Female,6,0,Caucasian,1.0,1.0,0,1
3755,24,Male,3,0,African-American,1.0,2.0,0,0
3756,43,Male,1,0,African-American,1.0,1.0,0,1
3757,45,Female,1,0,Caucasian,1.0,0.0,0,0
3758,51,Male,3,3,African-American,2.0,18.0,0,0
3759,35,Female,2,2,African-American,31.0,95.0,0,1
3760,31,Male,7,9,African-American,0.0,1.0,0,1
3761,27,Male,2,0,Caucasian,1.0,1.0,0,0
3762,32,Male,2,1,African-American,0.0,1.0,0,0
3763,49,Male,1,0,Caucasian,0.0,3.0,0,0
3764,29,Male,3,2,African-American,27.0,1.0,0,0
3765,23,Male,6,2,African-American,1.0,1.0,0,1
3766,30,Male,3,6,Asian,0.0,1.0,0,1
3767,55,Male,6,12,African-American,69.0,70.0,1,1
3768,30,Male,4,0,Caucasian,56.0,1.0,0,0
3769,34,Male,4,13,African-American,0.0,1.0,0,1
3770,56,Male,1,2,Caucasian,1.0,39.0,0,0
3771,33,Male,6,4,African-American,1.0,1.0,0,0
3772,28,Male,2,1,African-American,1.0,1.0,0,0
3773,29,Male,8,1,African-American,40.0,1.0,0,0
3774,38,Male,1,0,Caucasian,0.0,1.0,0,0
3775,37,Male,3,0,Caucasian,0.0,1.0,0,0
3776,33,Female,1,0,Caucasian,0.0,1.0,0,1
3777,30,Male,2,0,Hispanic,0.0,0.0,0,0
3778,51,Male,9,19,African-American,13.0,1.0,0,0
3779,65,Male,5,7,African-American,0.0,1.0,0,0
3780,32,Female,1,1,African-American,0.0,1.0,0,0
3781,38,Male,7,5,Caucasian,0.0,3.0,0,1
3782,35,Male,4,1,African-American,0.0,1.0,0,0
3783,57,Male,1,1,Caucasian,0.0,26.0,0,0
3784,26,Male,3,1,Caucasian,1.0,1.0,0,0
3785,23,Female,8,7,Hispanic,1.0,199.0,1,1
3786,36,Female,6,4,African-American,1.0,1.0,1,1
3787,33,Female,4,2,Hispanic,9.0,10.0,0,1
3788,35,Male,5,3,Caucasian,1.0,1.0,1,1
3789,33,Male,1,0,African-American,0.0,1.0,0,0
3790,47,Male,1,0,Caucasian,1.0,0.0,0,0
3791,53,Female,1,0,Hispanic,0.0,1.0,0,0
3792,31,Male,5,6,Other,0.0,659.0,0,0
3793,35,Male,4,1,Caucasian,4.0,16.0,0,1
3794,36,Female,3,1,African-American,0.0,1.0,1,1
3795,25,Female,3,0,Caucasian,0.0,1.0,0,0
3796,52,Male,6,10,Hispanic,149.0,1.0,0,0
3797,23,Male,7,3,Hispanic,276.0,292.0,1,1
3798,34,Male,3,7,African-American,7.0,110.0,0,0
3799,51,Male,3,6,Caucasian,2.0,0.0,0,1
3800,24,Male,8,8,African-American,214.0,1.0,0,1
3801,32,Male,2,0,Caucasian,0.0,1.0,0,1
3802,43,Male,7,8,African-American,348.0,1.0,0,1
3803,45,Male,7,20,African-American,46.0,0.0,0,1
3804,42,Male,5,10,African-American,0.0,17.0,1,1
3805,22,Male,7,1,African-American,6.0,1.0,0,1
3806,49,Male,4,4,African-American,1.0,26.0,0,0
3807,42,Male,1,0,African-American,33.0,4.0,0,1
3808,40,Male,8,0,Caucasian,29.0,1.0,1,1
3809,25,Male,7,2,African-American,0.0,1.0,0,1
3810,25,Male,5,0,Caucasian,2.0,2.0,0,1
3811,23,Male,5,0,African-American,2.0,1.0,0,0
3812,21,Male,7,2,Caucasian,1.0,1.0,0,1
3813,31,Male,5,3,Caucasian,0.0,0.0,0,0
3814,28,Female,2,0,African-American,0.0,0.0,0,0
3815,24,Male,9,11,African-American,51.0,1.0,0,1
3816,45,Male,1,0,Caucasian,37.0,0.0,0,0
3817,23,Male,4,2,African-American,1.0,1.0,0,1
3818,39,Male,8,7,African-American,0.0,1.0,1,1
3819,25,Male,4,2,Caucasian,42.0,63.0,0,0
3820,24,Male,2,1,African-American,0.0,1.0,0,0
3821,46,Male,1,1,Caucasian,1.0,1.0,0,0
3822,47,Male,1,3,Caucasian,2.0,1.0,0,0
3823,54,Male,4,2,Caucasian,1.0,101.0,1,1
3824,22,Male,4,1,African-American,0.0,1.0,0,1
3825,34,Female,2,0,Caucasian,1.0,2.0,0,0
3826,33,Male,1,0,Caucasian,0.0,0.0,0,1
3827,27,Male,6,1,Caucasian,0.0,150.0,0,0
3828,29,Male,10,16,African-American,0.0,1.0,0,1
3829,34,Male,2,3,Hispanic,5.0,6.0,0,0
3830,32,Male,5,1,African-American,0.0,115.0,0,0
3831,29,Male,6,0,African-American,0.0,0.0,0,0
3832,25,Female,3,2,Caucasian,0.0,1.0,0,1
3833,34,Male,6,16,Caucasian,1.0,1.0,0,1
3834,55,Female,1,1,African-American,0.0,1.0,0,0
3835,27,Male,4,0,African-American,0.0,1.0,0,1
3836,26,Male,3,0,African-American,1.0,1.0,0,0
3837,39,Male,9,19,African-American,179.0,1.0,0,1
3838,24,Male,7,1,African-American,0.0,0.0,0,0
3839,29,Male,2,0,Caucasian,0.0,0.0,0,0
3840,31,Female,7,3,Caucasian,1.0,146.0,0,1
3841,50,Male,1,13,African-American,242.0,0.0,0,1
3842,25,Male,5,2,Hispanic,0.0,1.0,0,1
3843,31,Male,5,4,African-American,2.0,12.0,0,1
3844,31,Male,2,0,Other,0.0,1.0,0,0
3845,26,Male,6,2,Caucasian,0.0,1.0,0,1
3846,54,Male,2,2,Caucasian,97.0,0.0,0,0
3847,33,Male,8,14,African-American,0.0,1.0,1,1
3848,22,Male,4,0,African-American,0.0,1.0,0,1
3849,35,Male,9,8,African-American,239.0,0.0,0,1
3850,30,Female,7,4,Other,1.0,1.0,0,1
3851,25,Male,2,0,African-American,0.0,1.0,0,0
3852,25,Male,5,0,African-American,0.0,1.0,0,0
3853,44,Male,2,0,African-American,0.0,1.0,0,1
3854,29,Female,7,2,Caucasian,8.0,1.0,0,1
3855,46,Male,3,2,Caucasian,2.0,23.0,0,1
3856,53,Male,1,0,Caucasian,4.0,0.0,0,0
3857,24,Male,7,2,African-American,1.0,1.0,0,1
3858,52,Female,1,2,African-American,1.0,1.0,0,1
3859,27,Male,2,0,African-American,0.0,1.0,0,1
3860,41,Male,1,0,Caucasian,1.0,1.0,0,0
3861,21,Female,5,0,African-American,0.0,2.0,0,1
3862,24,Male,4,1,Caucasian,0.0,0.0,0,0
3863,38,Male,2,8,Caucasian,0.0,32.0,0,0
3864,23,Male,2,0,Caucasian,0.0,2.0,0,0
3865,42,Male,1,0,African-American,1.0,1.0,0,0
3866,32,Male,5,4,Caucasian,5.0,47.0,0,0
3867,24,Male,7,3,Hispanic,0.0,8.0,1,1
3868,24,Male,8,5,African-American,1.0,1.0,0,1
3869,26,Male,8,4,African-American,0.0,1.0,0,1
3870,50,Male,3,9,Caucasian,424.0,1.0,0,1
3871,32,Female,6,3,African-American,1.0,1.0,0,0
3872,40,Male,9,13,African-American,1.0,1.0,0,0
3873,25,Male,2,1,Caucasian,0.0,81.0,0,1
3874,42,Male,1,1,Hispanic,118.0,119.0,0,0
3875,27,Male,3,2,African-American,0.0,1.0,0,0
3876,23,Male,9,0,Caucasian,0.0,1.0,0,1
3877,37,Male,9,22,African-American,1.0,61.0,0,1
3878,32,Male,4,1,African-American,3.0,1.0,1,1
3879,38,Male,7,2,African-American,6.0,66.0,1,1
3880,52,Male,3,4,Caucasian,1.0,1.0,0,1
3881,29,Male,2,2,Caucasian,3.0,1.0,0,0
3882,28,Male,3,7,African-American,0.0,239.0,1,1
3883,49,Male,1,0,African-American,0.0,0.0,0,0
3884,50,Male,1,0,Caucasian,2.0,2.0,0,0
3885,26,Male,2,2,Caucasian,1.0,1.0,0,1
3886,34,Female,8,0,Caucasian,31.0,1.0,0,1
3887,28,Female,7,1,Caucasian,9.0,1.0,0,1
3888,36,Male,8,4,Caucasian,37.0,158.0,0,1
3889,45,Male,2,1,African-American,47.0,49.0,0,1
3890,30,Male,3,0,African-American,0.0,0.0,0,1
3891,24,Male,4,3,African-American,1.0,1.0,0,1
3892,25,Male,2,0,African-American,0.0,0.0,1,1
3893,25,Male,3,4,African-American,9.0,1.0,1,1
3894,45,Male,1,2,Caucasian,0.0,1.0,0,0
3895,26,Male,7,1,Caucasian,3.0,1.0,0,1
3896,37,Male,1,2,Other,28.0,1.0,0,0
3897,24,Male,2,0,Hispanic,1.0,1.0,0,0
3898,40,Male,1,2,Caucasian,1.0,1.0,0,0
3899,60,Male,1,1,Caucasian,0.0,22.0,0,0
3900,33,Female,2,0,Hispanic,0.0,2.0,0,0
3901,31,Male,9,6,African-American,0.0,1080.0,0,0
3902,53,Male,2,18,Hispanic,1.0,0.0,0,0
3903,55,Male,1,0,Hispanic,5.0,7.0,0,0
3904,36,Male,6,4,Caucasian,0.0,465.0,0,0
3905,30,Male,9,6,Other,17.0,1.0,1,1
3906,21,Male,7,1,African-American,15.0,15.0,0,1
3907,55,Male,1,0,Caucasian,0.0,1.0,0,0
3908,22,Male,3,1,Caucasian,0.0,1.0,0,1
3909,23,Female,3,1,African-American,0.0,6.0,0,0
3910,24,Female,8,7,Caucasian,125.0,38.0,0,1
3911,40,Female,10,13,African-American,107.0,133.0,1,1
3912,57,Male,4,9,Caucasian,58.0,1.0,0,1
3913,33,Male,3,0,Caucasian,0.0,2.0,0,1
3914,32,Male,1,2,Caucasian,1.0,0.0,0,0
3915,47,Male,2,3,Caucasian,13.0,1.0,0,0
3916,51,Male,1,6,Caucasian,18.0,33.0,0,1
3917,22,Male,6,1,African-American,1.0,1.0,0,0
3918,47,Male,1,2,Caucasian,1.0,1.0,0,0
3919,28,Male,1,1,Caucasian,0.0,22.0,0,1
3920,21,Male,10,1,African-American,41.0,1.0,0,1
3921,28,Male,8,5,African-American,34.0,2.0,0,0
3922,44,Female,1,1,Caucasian,6.0,1.0,0,1
3923,25,Male,4,0,African-American,2.0,1.0,0,1
3924,34,Male,2,4,African-American,0.0,1.0,0,0
3925,65,Male,1,0,Caucasian,0.0,0.0,0,0
3926,33,Male,6,5,Caucasian,119.0,1.0,0,1
3927,23,Female,3,0,Caucasian,0.0,1.0,0,0
3928,44,Female,1,0,Caucasian,0.0,2.0,0,0
3929,21,Male,8,1,Hispanic,527.0,321.0,1,1
3930,24,Male,3,1,African-American,0.0,1.0,0,0
3931,51,Male,2,1,Caucasian,1.0,1.0,0,0
3932,21,Female,8,0,African-American,1.0,1.0,0,1
3933,39,Male,6,6,Caucasian,0.0,1.0,0,0
3934,29,Male,8,29,African-American,5.0,1.0,0,1
3935,24,Male,6,1,Caucasian,0.0,5.0,0,0
3936,23,Female,5,0,African-American,2.0,1.0,0,1
3937,31,Male,10,11,African-American,1.0,1.0,1,1
3938,35,Female,2,0,African-American,0.0,1.0,0,0
3939,30,Male,1,0,Other,0.0,1.0,0,0
3940,34,Male,7,8,Caucasian,69.0,104.0,0,0
3941,39,Female,6,4,African-American,3.0,3.0,0,0
3942,29,Male,2,6,African-American,5.0,60.0,0,0
3943,51,Male,1,0,Caucasian,1.0,1.0,0,0
3944,22,Male,7,1,Caucasian,236.0,4.0,0,0
3945,29,Male,2,2,Caucasian,22.0,24.0,0,0
3946,35,Male,8,8,Caucasian,252.0,259.0,0,1
3947,32,Male,2,6,Caucasian,2.0,1.0,0,1
3948,33,Male,4,3,Caucasian,11.0,16.0,1,1
3949,58,Male,3,5,Caucasian,1.0,1.0,0,1
3950,54,Male,1,0,Other,27.0,1.0,0,0
3951,30,Male,2,3,African-American,1.0,166.0,0,0
3952,33,Male,9,2,African-American,28.0,5.0,0,1
3953,24,Male,3,0,African-American,10.0,1.0,0,1
3954,48,Male,4,10,African-American,175.0,0.0,0,0
3955,23,Male,8,0,African-American,3.0,1.0,0,0
3956,23,Male,7,2,Caucasian,15.0,1.0,1,1
3957,47,Male,1,1,Asian,1.0,1.0,0,0
3958,21,Male,4,0,Other,2.0,1.0,0,0
3959,29,Male,9,0,African-American,1.0,1.0,0,1
3960,48,Male,1,2,Caucasian,0.0,1.0,0,0
3961,37,Male,4,4,Caucasian,82.0,1.0,0,1
3962,50,Male,3,3,Caucasian,14.0,1.0,0,0
3963,19,Male,8,3,African-American,1.0,1.0,0,1
3964,39,Male,3,2,Caucasian,0.0,1127.0,0,0
3965,49,Male,3,13,African-American,0.0,1.0,0,0
3966,58,Male,5,2,Caucasian,5.0,1.0,0,0
3967,31,Male,8,6,African-American,0.0,0.0,0,0
3968,23,Male,7,1,African-American,0.0,1.0,0,0
3969,23,Female,3,0,African-American,0.0,1.0,0,1
3970,31,Male,8,17,Caucasian,1.0,1.0,0,1
3971,33,Male,1,0,Other,83.0,1.0,1,1
3972,57,Male,2,6,Caucasian,1.0,24.0,0,0
3973,31,Female,2,0,Caucasian,0.0,3.0,0,0
3974,57,Male,6,19,African-American,3.0,1.0,0,0
3975,57,Male,5,12,Caucasian,3.0,1.0,0,0
3976,29,Male,7,6,African-American,0.0,1.0,0,1
3977,30,Male,1,0,African-American,0.0,0.0,0,1
3978,45,Male,3,11,African-American,0.0,1.0,0,0
3979,42,Male,5,0,Caucasian,0.0,0.0,0,0
3980,48,Male,2,7,Other,0.0,1.0,0,0
3981,29,Male,8,12,African-American,12.0,1.0,0,1
3982,23,Male,4,0,Caucasian,7.0,1.0,0,0
3983,28,Female,2,0,Caucasian,0.0,1.0,0,0
3984,41,Male,7,3,African-American,0.0,1453.0,0,0
3985,25,Male,2,1,African-American,1.0,1.0,1,1
3986,34,Female,5,3,Caucasian,10.0,1.0,0,0
3987,53,Male,5,26,African-American,0.0,5.0,0,1
3988,28,Female,3,1,African-American,1.0,87.0,0,1
3989,27,Male,2,0,African-American,1.0,1.0,0,0
3990,39,Male,4,4,African-American,40.0,0.0,0,0
3991,55,Female,4,6,Caucasian,36.0,192.0,0,0
3992,27,Male,5,4,African-American,50.0,1.0,1,1
3993,30,Male,10,7,Caucasian,0.0,1.0,0,1
3994,31,Male,10,15,African-American,4.0,1.0,0,1
3995,20,Male,9,1,African-American,0.0,1.0,0,1
3996,26,Male,9,2,Caucasian,0.0,1.0,1,1
3997,44,Male,5,7,African-American,27.0,49.0,0,1
3998,33,Male,10,17,African-American,0.0,167.0,1,1
3999,34,Male,1,0,Caucasian,1.0,1.0,0,1
4000,27,Male,2,0,Caucasian,0.0,1.0,0,0
4001,21,Male,7,1,African-American,1.0,414.0,0,1
4002,29,Male,2,4,African-American,1.0,1.0,0,1
4003,27,Male,6,7,African-American,4.0,1.0,0,0
4004,24,Female,8,0,Caucasian,1.0,1.0,0,0
4005,29,Male,5,0,African-American,0.0,1.0,0,1
4006,20,Male,3,0,Caucasian,0.0,1.0,0,0
4007,23,Female,3,0,Caucasian,0.0,1.0,0,0
4008,48,Female,1,0,African-American,0.0,0.0,0,0
4009,34,Male,1,0,African-American,0.0,0.0,0,1
4010,46,Male,6,1,African-American,1.0,1.0,0,1
4011,41,Female,5,3,Caucasian,1.0,1.0,0,0
4012,26,Male,6,3,African-American,0.0,1.0,0,1
4013,37,Male,8,11,African-American,1.0,1.0,0,1
4014,54,Female,5,7,Caucasian,20.0,98.0,0,0
4015,25,Female,10,5,African-American,0.0,389.0,0,0
4016,22,Female,3,2,Caucasian,0.0,1.0,0,0
4017,32,Male,1,7,African-American,0.0,1.0,0,0
4018,44,Male,1,0,African-American,2.0,1.0,0,0
4019,28,Male,1,1,African-American,48.0,90.0,0,0
4020,60,Male,1,3,African-American,0.0,1.0,0,0
